CustID,AgentBonus,Age,CustTenure,Channel,Occupation,EducationField,Gender,ExistingProdType,Designation,NumberOfPolicy,MaritalStatus,MonthlyIncome,Complaint,ExistingPolicyTenure,SumAssured,Zone,PaymentMethod,LastMonthCalls,CustCareScore
7001763,3320,17.0,3.0,Third Party Partner,Small Business,Under Graduate,Male,3,VP,4.0,Married,33200.0,0,0.0,438240.0,North,Half Yearly,7,1.0
7001764,3761,4.0,19.0,Agent,Small Business,Under Graduate,Male,3,Exe,3.0,Married,17096.0,0,1.0,0.0,West,Half Yearly,6,3.0
7001765,2325,5.0,0.0,Third Party Partner,Salaried,Graduate,Fe male,3,Executive,3.0,Married,17886.0,1,3.0,337151.0,West,Half Yearly,2,4.0
7001766,2896,9.0,9.0,Third Party Partner,Salaried,Graduate,Male,4,Exe,5.0,Married,17033.0,0,1.0,0.0,North,Yearly,0,0.0
7001767,3166,13.0,19.0,Agent,Salaried,Graduate,Male,4,Executive,1.0,Married,18622.0,1,2.0,554005.0,West,Yearly,3,1.0
7001768,3270,13.0,3.0,Agent,Small Business,UG,Male,3,Manager,5.0,Married,19233.0,0,6.0,653922.0,West,Half Yearly,2,1.0
7001769,4670,19.0,19.0,Agent,Salaried,Post Graduate,Male,4,Manager,1.0,Single,18681.0,0,14.0,873337.0,West,Yearly,2,1.0
7001770,4706,24.0,14.0,Agent,Small Business,Under Graduate,Male,1,Manager,1.0,Married,20460.0,0,1.0,814103.0,North,Monthly,7,5.0
7001771,3609,22.0,4.0,Agent,Small Business,Under Graduate,Female,4,Exe,3.0,Married,17187.0,0,1.0,0.0,North,Yearly,3,1.0
7001772,3690,11.0,18.0,Agent,Small Business,Diploma,Male,3,Manager,3.0,Married,24602.0,1,4.0,446526.0,North,Half Yearly,0,3.0
7001773,4459,27.0,0.0,Agent,Salaried,Graduate,Fe male,4,Executive,4.0,Unmarried,17836.0,0,2.0,606424.0,West,Yearly,0,4.0
7001774,3436,7.0,17.0,Agent,Salaried,Graduate,Fe male,3,Manager,1.0,Married,19089.0,0,1.0,659716.0,West,Half Yearly,2,1.0
7001775,3795,19.0,8.0,Agent,Salaried,Post Graduate,Male,4,AVP,1.0,Married,0.0,1,2.0,478200.0,West,Yearly,0,3.0
7001776,3348,0.0,20.0,Agent,Salaried,Graduate,Fe male,3,Executive,5.0,Unmarried,17619.0,0,2.0,502142.0,West,Half Yearly,0,1.0
7001777,3929,8.0,20.0,Third Party Partner,Small Business,Under Graduate,Male,3,Manager,3.0,Married,20679.0,1,1.0,601139.0,North,Half Yearly,7,3.0
7001778,3648,18.0,15.0,Agent,Salaried,Graduate,Female,4,AVP,5.0,Married,0.0,0,4.0,685869.0,West,Yearly,2,4.0
7001779,4197,25.0,21.0,Agent,Salaried,Graduate,Female,4,Manager,3.0,Single,20985.0,0,1.0,579186.0,West,Yearly,2,5.0
7001780,4043,0.0,12.0,Agent,Large Business,Engineer,Fe male,3,Executive,3.0,Married,17579.0,1,2.0,679253.0,West,Half Yearly,6,5.0
7001781,3428,14.0,0.0,Agent,Small Business,Diploma,Male,3,Executive,5.0,Married,18041.0,0,5.0,503885.0,West,Half Yearly,2,5.0
7001782,3505,18.0,0.0,Agent,Laarge Business,Engineer,Male,3,Executive,3.0,Single,18447.0,0,4.0,690471.0,West,Half Yearly,2,1.0
7001783,7248,7.0,7.0,Agent,Salaried,Post Graduate,Male,3,VP,1.0,Married,34513.0,1,0.0,1152389.0,West,Half Yearly,1,1.0
7001784,2310,0.0,7.0,Agent,Small Business,UG,Male,3,Executive,3.0,Married,17773.0,0,2.0,457477.0,North,Half Yearly,2,1.0
7001785,4642,28.0,9.0,Agent,Small Business,Diploma,Male,3,Manager,3.0,Married,22104.0,0,6.0,872666.0,West,Half Yearly,2,1.0
7001786,4691,23.0,23.0,Agent,Salaried,Graduate,Female,3,Manager,1.0,Married,21322.0,1,3.0,492538.0,North,Half Yearly,5,5.0
7001787,2221,2.0,11.0,Third Party Partner,Small Business,Under Graduate,Female,3,Exe,3.0,Married,17083.0,0,2.0,0.0,North,Half Yearly,0,3.0
7001788,5378,32.0,5.0,Agent,Small Business,Under Graduate,Female,3,Manager,5.0,Single,23381.0,0,1.0,704470.0,West,Half Yearly,10,1.0
7001789,2654,0.0,3.0,Agent,Salaried,Graduate,Male,3,Executive,1.0,Married,17691.0,0,2.0,421930.0,West,Half Yearly,8,3.0
7001790,4822,19.0,5.0,Third Party Partner,Salaried,Graduate,Fe male,3,Manager,5.0,Married,19286.0,0,12.0,858227.0,North,Half Yearly,0,1.0
7001791,3179,0.0,19.0,Agent,Salaried,Graduate,Fe male,3,Executive,1.0,Married,17659.0,1,1.0,540365.0,North,Half Yearly,2,1.0
7001792,5620,11.0,22.0,Agent,Salaried,Post Graduate,Male,3,Senior Manager,3.0,Married,24434.0,0,6.0,753056.0,West,Half Yearly,8,1.0
7001793,2879,9.0,6.0,Agent,Small Business,Under Graduate,Female,3,Manager,3.0,Married,20561.0,0,4.0,518137.0,North,Half Yearly,2,1.0
7001794,3896,12.0,8.0,Agent,Salaried,Graduate,Male,5,Manager,1.0,Single,21646.0,0,2.0,448072.0,West,Yearly,8,5.0
7001795,3182,3.0,13.0,Third Party Partner,Salaried,Graduate,Male,3,Manager,1.0,Married,22725.0,0,5.0,375417.0,East,Half Yearly,7,5.0
7001796,3602,7.0,11.0,Agent,Small Business,Under Graduate,Male,3,Senior Manager,4.0,Married,25725.0,0,4.0,507812.0,West,Half Yearly,1,3.0
7001797,4531,23.0,23.0,Agent,Small Business,Under Graduate,Male,4,Manager,4.0,Married,23847.0,1,5.0,865408.0,West,Yearly,2,4.0
7001798,1705,7.0,3.0,Agent,Small Business,Under Graduate,Male,4,Exe,1.0,Unmarried,17045.0,0,1.0,0.0,West,Yearly,1,1.0
7001799,4002,4.0,20.0,Agent,Small Business,Under Graduate,Male,3,Executive,3.0,Single,16009.0,1,2.0,620349.0,West,Half Yearly,1,5.0
7001800,3853,8.0,0.0,Third Party Partner,Salaried,Graduate,Male,3,Executive,5.0,Single,18348.0,1,5.0,516313.0,North,Half Yearly,7,5.0
7001801,3093,12.0,19.0,Online,Salaried,Graduate,Male,4,Executive,3.0,Married,16281.0,0,1.0,479475.0,West,Yearly,0,1.0
7001802,3029,15.0,0.0,Agent,Small Business,UG,Male,1,Executive,5.0,Married,17819.0,0,3.0,566466.0,West,Monthly,2,4.0
7001803,4764,24.0,14.0,Agent,Salaried,Graduate,Male,1,Manager,4.0,Married,19851.0,0,1.0,929027.0,West,Monthly,2,4.0
7001804,4567,18.0,27.0,Agent,Small Business,Diploma,Fe male,4,Manager,1.0,Single,19028.0,0,4.0,776342.0,West,Yearly,5,1.0
7001805,2126,0.0,2.0,Third Party Partner,Salaried,Graduate,Male,5,Executive,1.0,Married,17720.0,0,3.0,310454.0,North,Yearly,8,1.0
7001806,5549,17.0,28.0,Agent,Small Business,Diploma,Male,1,Manager,4.0,Married,23120.0,0,13.0,682502.0,West,Monthly,2,3.0
7001807,3144,13.0,3.0,Third Party Partner,Small Business,UG,Fe male,1,Manager,1.0,Married,19647.0,1,6.0,480959.0,North,Monthly,4,1.0
7001808,3542,18.0,11.0,Agent,Salaried,Graduate,Male,1,Executive,1.0,Single,19680.0,0,2.0,428630.0,North,Monthly,0,4.0
7001809,3098,12.0,0.0,Agent,Small Business,UG,Male,1,Executive,3.0,Married,18221.0,1,3.0,470831.0,North,Monthly,8,1.0
7001810,3543,7.0,11.0,Agent,Small Business,Under Graduate,Female,4,Senior Manager,4.0,Single,23621.0,0,2.0,460610.0,West,Yearly,7,1.0
7001811,2937,9.0,15.0,Agent,Salaried,Graduate,Fe male,3,Manager,3.0,Single,19577.0,0,1.0,405244.0,North,Half Yearly,0,1.0
7001812,4302,26.0,26.0,Agent,Laarge Business,Engineer,Fe male,4,Manager,3.0,Single,19553.0,0,3.0,843125.0,North,Yearly,10,1.0
7001813,4283,26.0,17.0,Agent,Small Business,Diploma,Male,3,Manager,1.0,Single,20396.0,0,3.0,432599.0,West,Half Yearly,8,4.0
7001814,3705,7.0,19.0,Third Party Partner,Laarge Business,Engineer,Male,3,Manager,3.0,Married,21796.0,1,3.0,452049.0,West,Half Yearly,3,5.0
7001815,4751,10.0,29.0,Agent,Salaried,Graduate,Female,1,Manager,1.0,Single,22625.0,0,14.0,926494.0,West,Monthly,8,1.0
7001816,2241,2.0,2.0,Agent,Salaried,Graduate,Female,3,Senior Manager,5.0,Married,22412.0,0,1.0,233085.0,North,Half Yearly,7,4.0
7001817,5232,21.0,21.0,Agent,Salaried,Graduate,Female,3,Senior Manager,1.0,Single,26159.0,0,2.0,831856.0,West,Half Yearly,7,1.0
7001818,4391,26.0,4.0,Agent,Small Business,Diploma,Male,3,Manager,5.0,Single,19960.0,0,1.0,803590.0,West,Half Yearly,7,1.0
7001819,3567,21.0,14.0,Third Party Partner,Salaried,Graduate,Male,4,Senior Manager,5.0,Married,25475.0,1,6.0,427980.0,West,Yearly,12,5.0
7001820,3578,21.0,11.0,Agent,Salaried,Graduate,Male,1,AVP,3.0,Married,0.0,0,4.0,357768.0,West,Monthly,3,1.0
7001821,5804,12.0,35.0,Agent,Salaried,MBA,Male,4,VP,1.0,Married,34141.0,0,0.0,806752.0,North,Yearly,6,1.0
7001822,2245,2.0,4.0,Agent,Small Business,Diploma,Male,3,Manager,5.0,Single,20405.0,0,1.0,406264.0,West,Half Yearly,2,4.0
7001823,4521,23.0,9.0,Third Party Partner,Salaried,Graduate,Male,3,Senior Manager,5.0,Married,23793.0,0,2.0,827283.0,West,Half Yearly,7,3.0
7001824,7180,36.0,43.0,Agent,Salaried,MBA,Male,4,VP,3.0,Married,34189.0,0,0.0,926180.0,West,Yearly,10,1.0
7001825,4341,4.0,22.0,Agent,Small Business,Diploma,Male,3,Executive,4.0,Married,18875.0,0,4.0,638164.0,West,Half Yearly,2,1.0
7001826,2582,13.0,13.0,Agent,Salaried,Graduate,Female,5,Exe,4.0,Unmarried,17216.0,1,5.0,0.0,North,Yearly,7,1.0
7001827,4808,10.0,29.0,Online,Salaried,Graduate,Female,1,Senior Manager,5.0,Married,26713.0,0,4.0,745293.0,North,Monthly,5,3.0
7001828,5258,32.0,11.0,Agent,Salaried,Graduate,Female,3,Senior Manager,3.0,Single,22861.0,1,1.0,552093.0,West,Half Yearly,0,1.0
7001829,2619,3.0,3.0,Online,Small Business,UG,Male,5,Executive,3.0,Single,18708.0,0,3.0,440012.0,West,Yearly,4,3.0
7001830,6617,13.0,40.0,Third Party Partner,Small Business,Under Graduate,Female,3,AVP,3.0,Married,28770.0,1,3.0,1303569.0,West,Half Yearly,13,5.0
7001831,3858,4.0,12.0,Agent,Small Business,Diploma,Male,3,Manager,1.0,Married,20304.0,0,1.0,609526.0,North,Half Yearly,7,3.0
7001832,4234,0.0,13.0,Agent,Salaried,Graduate,Male,3,Executive,3.0,Unmarried,17642.0,0,10.0,685921.0,North,Half Yearly,0,4.0
7001833,3729,0.0,11.0,Third Party Partner,Small Business,UG,Male,1,Executive,3.0,Married,17759.0,1,1.0,671290.0,West,Monthly,2,3.0
7001834,3707,7.0,7.0,Third Party Partner,Salaried,Graduate,Male,4,Manager,1.0,Married,21804.0,0,4.0,426268.0,West,Yearly,2,5.0
7001835,3383,7.0,3.0,Agent,Small Business,Under Graduate,Female,3,Manager,3.0,Single,21142.0,0,7.0,429605.0,North,Half Yearly,3,4.0
7001836,2975,0.0,9.0,Agent,Small Business,Under Graduate,Male,3,Executive,5.0,Married,17500.0,0,1.0,493850.0,West,Half Yearly,2,3.0
7001837,3636,4.0,18.0,Agent,Salaried,MBA,Female,1,Manager,4.0,Married,21389.0,0,1.0,679956.0,West,Monthly,6,1.0
7001838,3393,10.0,3.0,Agent,Small Business,Under Graduate,Male,3,AVP,1.0,Married,26103.0,0,10.0,458108.0,West,Half Yearly,1,4.0
7001839,3642,0.0,4.0,Agent,Small Business,Under Graduate,Female,4,Executive,1.0,Unmarried,17342.0,1,5.0,593617.0,West,Yearly,3,3.0
7001840,3926,24.0,8.0,Agent,Small Business,Under Graduate,Female,4,Manager,5.0,Single,21811.0,0,8.0,718454.0,West,Yearly,7,3.0
7001841,3805,11.0,11.0,Agent,Small Business,Diploma,Male,3,Executive,4.0,Married,17297.0,0,2.0,753457.0,West,Half Yearly,2,1.0
7001842,3490,0.0,3.0,Agent,Salaried,Graduate,Male,3,Manager,1.0,Unmarried,17450.0,0,6.0,614240.0,West,Half Yearly,2,5.0
7001843,4019,16.0,20.0,Online,Salaried,Graduate,Female,3,Manager,5.0,Married,20093.0,0,1.0,699236.0,North,Half Yearly,0,4.0
7001844,2234,9.0,9.0,Third Party Partner,Salaried,Graduate,Male,3,Manager,1.0,Married,20309.0,0,1.0,288185.0,North,Half Yearly,7,4.0
7001845,2709,8.0,0.0,Agent,Small Business,UG,Male,3,Executive,3.0,Married,18057.0,1,2.0,425242.0,North,Half Yearly,1,4.0
7001846,4024,4.0,4.0,Agent,Salaried,Graduate,Female,3,Manager,5.0,Married,20121.0,0,5.0,639848.0,West,Half Yearly,0,5.0
7001847,4141,4.0,12.0,Agent,Small Business,Diploma,Male,4,AVP,5.0,Married,0.0,0,2.0,716441.0,West,Yearly,16,5.0
7001848,2830,0.0,6.0,Agent,Salaried,Post Graduate,Male,3,Executive,1.0,Unmarried,17686.0,1,3.0,452762.0,North,Half Yearly,8,3.0
7001849,4448,22.0,18.0,Agent,Small Business,Under Graduate,Female,3,Manager,1.0,Single,21180.0,0,4.0,573766.0,West,Half Yearly,4,4.0
7001850,3677,15.0,7.0,Agent,Laarge Business,Engineer,Male,5,Manager,3.0,Single,21632.0,0,2.0,448648.0,West,Yearly,1,5.0
7001851,2221,11.0,0.0,Agent,Small Business,UG,Male,1,Executive,3.0,Single,18505.0,0,1.0,410811.0,North,Monthly,2,1.0
7001852,5135,10.0,21.0,Third Party Partner,Salaried,Graduate,Female,1,Manager,3.0,Single,21397.0,1,4.0,641910.0,North,Monthly,3,4.0
7001853,2553,13.0,8.0,Agent,Salaried,Post Graduate,Male,3,Manager,1.0,Single,21274.0,0,1.0,449307.0,West,Half Yearly,4,5.0
7001854,7669,38.0,38.0,Agent,Small Business,Under Graduate,Male,3,VP,5.0,Married,34859.0,1,0.0,1464775.0,North,Half Yearly,4,1.0
7001855,2710,5.0,8.0,Online,Salaried,Graduate,Male,4,Senior Manager,5.0,Single,22587.0,0,3.0,539378.0,North,Yearly,9,1.0
7001856,4429,4.0,27.0,Online,Small Business,UG,Male,3,Executive,1.0,Married,19258.0,0,1.0,491657.0,West,Half Yearly,2,3.0
7001857,4454,9.0,22.0,Third Party Partner,Salaried,Graduate,Fe male,5,Executive,1.0,Married,19364.0,0,11.0,578984.0,North,Yearly,0,4.0
7001858,2707,8.0,14.0,Agent,Small Business,UG,Fe male,3,Manager,3.0,Married,19335.0,0,2.0,441225.0,North,Half Yearly,1,1.0
7001859,3659,11.0,7.0,Agent,Laarge Business,Engineer,Male,4,Manager,5.0,Single,20326.0,0,1.0,523191.0,West,Yearly,2,3.0
7001860,3290,13.0,0.0,Agent,Salaried,Graduate,Fe male,1,Executive,1.0,Single,18280.0,0,1.0,588982.0,North,Monthly,3,1.0
7001861,3073,3.0,9.0,Agent,Small Business,Under Graduate,Female,3,Manager,5.0,Married,20485.0,1,7.0,319566.0,North,Half Yearly,4,3.0
7001862,3675,15.0,7.0,Third Party Partner,Small Business,Diploma,Male,3,Manager,1.0,Married,19342.0,0,3.0,444673.0,West,Half Yearly,1,3.0
7001863,2312,5.0,0.0,Agent,Salaried,Graduate,Fe male,3,Executive,5.0,Married,17782.0,1,1.0,418410.0,West,Half Yearly,3,3.0
7001864,2098,6.0,13.0,Third Party Partner,Salaried,Graduate,Female,1,Manager,5.0,Single,20980.0,1,2.0,411208.0,North,Monthly,12,1.0
7001865,2520,8.0,13.0,Agent,Small Business,UG,Fe male,4,Executive,5.0,Single,19381.0,0,2.0,365332.0,West,Yearly,3,1.0
7001866,3866,0.0,12.0,Agent,Salaried,Graduate,Fe male,3,Executive,1.0,Married,17572.0,0,4.0,719046.0,North,Half Yearly,2,3.0
7001867,3578,14.0,11.0,Agent,Salaried,Graduate,Male,5,Executive,3.0,Married,18833.0,0,5.0,393610.0,West,Yearly,2,4.0
7001868,3271,13.0,3.0,Third Party Partner,Small Business,UG,Fe male,1,Manager,4.0,Married,19244.0,0,8.0,330419.0,West,Monthly,7,3.0
7001869,2580,10.0,8.0,Agent,Salaried,Graduate,Female,3,Manager,5.0,Married,21500.0,0,1.0,441180.0,North,Half Yearly,2,1.0
7001870,3677,22.0,7.0,Third Party Partner,Salaried,Graduate,Male,3,VP,1.0,Married,33430.0,0,0.0,397148.0,North,Half Yearly,9,5.0
7001871,3652,22.0,7.0,Agent,Salaried,Graduate,Male,1,Executive,5.0,Married,16601.0,1,2.0,0.0,North,Monthly,0,0.0
7001872,3008,0.0,12.0,Online,Salaried,Graduate,Male,4,Executive,4.0,Married,17694.0,0,1.0,360958.0,West,Yearly,0,5.0
7001873,3993,24.0,0.0,Agent,Salaried,Graduate,Fe male,3,Manager,3.0,Married,18149.0,0,6.0,706722.0,West,Half Yearly,4,1.0
7001874,7833,8.0,24.0,Agent,Small Business,Under Graduate,Male,3,AVP,0.0,Married,32639.0,0,0.0,1464838.0,North,Half Yearly,3,1.0
7001875,2425,15.0,7.0,Agent,Salaried,Graduate,Female,4,Executive,5.0,Married,17319.0,1,6.0,300658.0,West,Yearly,0,1.0
7001876,3203,10.0,19.0,Agent,Small Business,Under Graduate,Male,3,Senior Manager,3.0,Married,26691.0,0,2.0,515670.0,West,Half Yearly,7,4.0
7001877,4065,16.0,12.0,Agent,Small Business,Diploma,Female,3,Manager,5.0,Single,20324.0,0,5.0,768247.0,North,Half Yearly,2,3.0
7001878,6668,13.0,33.0,Agent,Salaried,Post Graduate,Female,3,AVP,1.0,Married,0.0,1,10.0,986852.0,West,Half Yearly,0,4.0
7001879,2832,11.0,17.0,Agent,Salaried,Post Graduate,Female,3,Manager,4.0,Married,20228.0,0,1.0,427620.0,West,Half Yearly,5,5.0
7001880,2124,0.0,4.0,Agent,Salaried,Graduate,Male,1,Executive,3.0,Married,17700.0,0,4.0,301608.0,West,Monthly,7,1.0
7001881,4110,8.0,8.0,Agent,Salaried,Graduate,Male,3,VP,4.0,Single,34246.0,1,0.0,452047.0,West,Half Yearly,8,3.0
7001882,2276,0.0,9.0,Agent,Salaried,Graduate,Female,1,Executive,3.0,Unmarried,17506.0,0,2.0,320885.0,West,Monthly,2,3.0
7001883,2738,5.0,8.0,Agent,Salaried,Graduate,Female,4,Manager,1.0,Married,21062.0,1,4.0,495589.0,West,Yearly,2,3.0
7001884,4264,4.0,13.0,Agent,Small Business,UG,Male,3,Executive,3.0,Single,19382.0,0,4.0,784583.0,West,Half Yearly,1,3.0
7001885,2229,9.0,4.0,Agent,Salaried,MBA,Male,3,Exe,4.0,Married,17143.0,0,1.0,0.0,West,Half Yearly,4,3.0
7001886,4444,22.0,27.0,Agent,Salaried,Graduate,Female,4,Manager,3.0,Married,21162.0,0,2.0,448846.0,North,Yearly,8,4.0
7001887,3416,17.0,7.0,Third Party Partner,Small Business,Under Graduate,Male,4,Manager,3.0,Single,20094.0,0,3.0,372342.0,West,Yearly,0,5.0
7001888,4813,10.0,14.0,Agent,Small Business,Under Graduate,Female,4,Manager,1.0,Single,21877.0,1,1.0,635308.0,West,Yearly,0,1.0
7001889,1727,2.0,5.0,Agent,Salaried,Graduate,Female,4,Executive,3.0,Unmarried,17274.0,0,1.0,297113.0,North,Yearly,0,3.0
7001890,4859,19.0,10.0,Agent,Salaried,Graduate,Male,3,Manager,4.0,Married,19434.0,0,2.0,961983.0,North,Half Yearly,8,3.0
7001891,4683,23.0,19.0,Third Party Partner,Salaried,Graduate,Male,4,Manager,5.0,Married,21288.0,0,4.0,477703.0,East,Yearly,2,5.0
7001892,2282,0.0,7.0,Third Party Partner,Salaried,Graduate,Female,4,Executive,1.0,Unmarried,17553.0,0,2.0,369666.0,North,Yearly,3,5.0
7001893,4757,29.0,5.0,Agent,Small Business,Diploma,Female,3,Senior Manager,1.0,Married,22654.0,0,6.0,727873.0,West,Half Yearly,7,4.0
7001894,2822,3.0,11.0,Agent,Small Business,Under Graduate,Male,3,Manager,1.0,Single,20160.0,0,3.0,335866.0,West,Half Yearly,3,1.0
7001895,7397,15.0,7.0,Agent,Salaried,Graduate,Male,3,AVP,5.0,Married,0.0,0,12.0,1264813.0,North,Half Yearly,0,5.0
7001896,4727,28.0,28.0,Agent,Large Business,Engineer,Male,4,Senior Manager,1.0,Married,27808.0,1,2.0,538919.0,West,Yearly,8,3.0
7001897,4035,8.0,16.0,Agent,Salaried,Post Graduate,Male,3,Senior Manager,3.0,Single,25221.0,0,7.0,677940.0,West,Half Yearly,6,3.0
7001898,3758,15.0,23.0,Agent,Small Business,Diploma,Fe male,3,Manager,4.0,Married,19779.0,1,8.0,623830.0,West,Half Yearly,5,3.0
7001899,3560,18.0,11.0,Agent,Salaried,MBA,Male,3,Executive,1.0,Married,18737.0,0,1.0,665726.0,West,Half Yearly,2,1.0
7001900,4168,0.0,21.0,Third Party Partner,Small Business,Under Graduate,Female,4,Executive,3.0,Married,17366.0,1,6.0,566826.0,West,Yearly,7,1.0
7001901,3174,16.0,13.0,Online,Small Business,Under Graduate,Male,3,Executive,1.0,Married,16706.0,0,3.0,0.0,West,Half Yearly,0,0.0
7001902,7514,23.0,8.0,Agent,Small Business,Diploma,Female,3,AVP,3.0,Married,0.0,0,15.0,1397544.0,North,Half Yearly,17,3.0
7001903,2093,8.0,10.0,Agent,Small Business,Under Graduate,Male,3,Manager,4.0,Single,20933.0,0,1.0,251196.0,West,Half Yearly,3,1.0
7001904,4606,28.0,0.0,Agent,Small Business,UG,Male,1,Executive,5.0,Single,18424.0,0,1.0,838292.0,North,Monthly,1,1.0
7001905,2094,2.0,13.0,Agent,Small Business,UG,Male,1,Manager,5.0,Married,19037.0,0,4.0,215689.0,West,Monthly,8,4.0
7001906,3161,0.0,13.0,Agent,Small Business,UG,Female,4,Executive,5.0,Unmarried,17559.0,0,2.0,335026.0,West,Yearly,1,4.0
7001907,3180,6.0,19.0,Agent,Salaried,Graduate,Male,3,Manager,1.0,Married,21201.0,1,1.0,512004.0,West,Half Yearly,11,3.0
7001908,2522,3.0,15.0,Agent,Salaried,Graduate,Male,3,Manager,1.0,Married,19403.0,0,4.0,446463.0,North,Half Yearly,3,1.0
7001909,4315,4.0,9.0,Third Party Partner,Salaried,Graduate,Male,4,Executive,1.0,Married,18761.0,0,6.0,591159.0,North,Yearly,3,5.0
7001910,6224,19.0,31.0,Agent,Small Business,Diploma,Female,4,Senior Manager,1.0,Married,25934.0,1,7.0,952296.0,North,Yearly,4,1.0
7001911,3607,4.0,18.0,Agent,Small Business,Diploma,Male,3,Senior Manager,5.0,Married,25761.0,1,2.0,364261.0,North,Half Yearly,2,1.0
7001912,4640,23.0,23.0,Agent,Small Business,Under Graduate,Female,1,Manager,3.0,Married,20175.0,0,5.0,923410.0,North,Monthly,3,3.0
7001913,6342,6.0,25.0,Third Party Partner,Small Business,Under Graduate,Female,4,AVP,1.0,Married,28826.0,0,13.0,773690.0,West,Yearly,0,5.0
7001914,2987,18.0,6.0,Agent,Small Business,Diploma,Male,4,Manager,3.0,Married,21334.0,0,1.0,492815.0,North,Yearly,0,5.0
7001915,3588,22.0,18.0,Agent,Small Business,Under Graduate,Male,4,Executive,1.0,Married,19936.0,0,6.0,462914.0,North,Yearly,4,1.0
7001916,1978,10.0,6.0,Agent,Salaried,Graduate,Male,4,Manager,1.0,Married,19775.0,0,1.0,263008.0,West,Yearly,2,1.0
7001917,2138,2.0,0.0,Agent,Salaried,Graduate,Male,1,Executive,1.0,Married,17818.0,1,1.0,262994.0,North,Monthly,2,3.0
7001918,4028,0.0,16.0,Third Party Partner,Small Business,Under Graduate,Male,3,Executive,1.0,Unmarried,17515.0,1,8.0,543841.0,West,Half Yearly,2,1.0
7001919,2948,0.0,9.0,Agent,Salaried,Graduate,Male,4,Executive,5.0,Married,17342.0,0,1.0,533613.0,North,Yearly,3,1.0
7001920,2687,3.0,11.0,Agent,Salaried,Post Graduate,Male,3,Manager,5.0,Married,19194.0,1,2.0,494437.0,North,Half Yearly,3,4.0
7001921,3339,3.0,17.0,Agent,Salaried,Graduate,Female,4,Senior Manager,3.0,Married,25685.0,1,8.0,507536.0,North,Yearly,15,4.0
7001922,3234,19.0,13.0,Third Party Partner,Salaried,Graduate,Female,3,Exe,4.0,Married,17022.0,1,2.0,0.0,North,Half Yearly,8,0.0
7001923,1731,9.0,9.0,Online,Salaried,Graduate,Male,3,Executive,1.0,Married,17314.0,0,1.0,277024.0,North,Half Yearly,2,5.0
7001924,1926,6.0,4.0,Agent,Small Business,Diploma,Male,4,Manager,5.0,Married,19256.0,0,5.0,229146.0,West,Yearly,3,3.0
7001925,2973,6.0,18.0,Agent,Laarge Business,Engineer,Fe male,3,Executive,5.0,Married,18580.0,0,3.0,588614.0,West,Half Yearly,2,4.0
7001926,4177,4.0,0.0,Online,Salaried,Graduate,Male,4,Executive,1.0,Married,18162.0,0,8.0,735198.0,West,Yearly,4,3.0
7001927,2368,9.0,14.0,Third Party Partner,Salaried,Graduate,Male,3,Manager,4.0,Married,21524.0,0,4.0,402499.0,West,Half Yearly,3,3.0
7001928,2148,11.0,0.0,Agent,Small Business,Diploma,Male,4,Executive,4.0,Married,17899.0,0,5.0,330774.0,North,Yearly,2,4.0
7001929,3642,4.0,15.0,Agent,Salaried,Graduate,Female,1,Manager,1.0,Married,20231.0,1,1.0,498896.0,North,Monthly,3,5.0
7001930,3818,0.0,8.0,Agent,Salaried,Graduate,Male,3,Executive,1.0,Married,17356.0,1,11.0,664388.0,West,Half Yearly,2,3.0
7001931,2314,2.0,0.0,Agent,Small Business,UG,Fe male,4,Executive,3.0,Married,17800.0,1,6.0,377182.0,West,Yearly,2,1.0
7001932,4830,5.0,24.0,Agent,Small Business,Diploma,Male,3,AVP,1.0,Married,26836.0,0,4.0,666606.0,North,Half Yearly,2,3.0
7001933,5181,21.0,10.0,Agent,Large Business,Engineer,Male,4,Senior Manager,4.0,Married,25903.0,0,4.0,839257.0,North,Yearly,8,3.0
7001934,1977,8.0,0.0,Third Party Partner,Small Business,UG,Fe male,3,Executive,1.0,Married,17973.0,0,1.0,342026.0,West,Half Yearly,0,1.0
7001935,4391,22.0,9.0,Agent,Salaried,Graduate,Female,3,AVP,1.0,Single,0.0,0,3.0,671861.0,North,Half Yearly,8,5.0
7001936,3701,19.0,7.0,Third Party Partner,Salaried,Graduate,Female,3,Manager,1.0,Married,20562.0,0,1.0,632898.0,West,Half Yearly,2,1.0
7001937,1954,12.0,2.0,Agent,Small Business,Diploma,Fe male,3,Manager,1.0,Married,19537.0,1,1.0,375110.0,West,Half Yearly,7,1.0
7001938,3396,10.0,17.0,Online,Small Business,Under Graduate,Male,3,Senior Manager,4.0,Single,22642.0,1,2.0,407556.0,West,Half Yearly,9,5.0
7001939,7902,8.0,16.0,Online,Salaried,Graduate,Male,3,AVP,5.0,Married,32924.0,0,0.0,845488.0,North,Half Yearly,7,5.0
7001940,4445,27.0,13.0,Agent,Salaried,Graduate,Female,4,Manager,1.0,Married,20204.0,0,9.0,533386.0,West,Yearly,4,3.0
7001941,3628,11.0,15.0,Agent,Salaried,MBA,Male,3,Executive,4.0,Married,17277.0,1,1.0,689352.0,West,Half Yearly,3,5.0
7001942,3025,15.0,0.0,Agent,Salaried,Graduate,Male,3,Executive,1.0,Unmarried,17795.0,1,1.0,602005.0,West,Half Yearly,1,5.0
